PC6,gemeente,nhh,bsr6et,pBehoudend_x,pCalculerend_x,pIdealistisch_x,pVolgend_x,pGemakzuchtig_x,pSober_x,INWONER,MAN,VROUW,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,AANTAL_HH,TOTHH_EENP,TOTHH_MPZK,HH_EENOUD,HH_TWEEOUD,GEM_HH_GR,WONING,WONVOOR45,WON_4564,WON_6574,WON_7584,WON_8594,WON_9504,WON_0514,P_HUURWON,P_KOOPWON,WOZWONING,G_GAS_WON,G_ELEK_WON,UITKMINAOW,AFS_SUPERM,AV1_SUPERM,AV3_SUPERM,AV5_SUPERM,STED,pBehoudend_y,pCalculerend_y,pIdealistisch_y,pVolgend_y,pGemakzuchtig_y,pSober_y,segments,seg_name,Adoption Rate,Referentie_2030,Vrijstaande_woning,2_onder_1_kap,Rijwoning_hoek,Rijwoning_tussen,Appartementen,dominant_built_type,Label_A_en_beter,Label_B,Label_C,Label_D,Label_E,Label_F,Label_G,dominant_energy_label,dominant_built_year,dominant_age_group
5215EG,'s-Hertogenbosch,24,Sobere passieven,0.0,0.0,16.7,0.0,8.3,75.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,11.88,533427,0.0,0.0,0.0,0.0,100.0,Appartementen,0.0,0.0,69.46,30.54,0.0,0.0,0.0,Label_C,WON_4564,INW_2544
5215EH,'s-Hertogenbosch,19,Volgende socialen,15.8,31.6,0.0,42.1,5.3,5.3,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,16.58,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215EJ,'s-Hertogenbosch,41,Sobere passieven,9.8,4.9,22.0,17.1,7.3,39.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,13.78,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215EK,'s-Hertogenbosch,22,Calculerende individualisten,13.6,50.0,4.5,27.3,0.0,4.5,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,533427,0.0,0.0,0.0,0.0,100.0,Appartementen,0.0,0.0,69.46,30.54,0.0,0.0,0.0,Label_C,WON_4564,INW_2544
5215EK,'s-Hertogenbosch,22,Calculerende individualisten,13.6,50.0,4.5,27.3,0.0,4.5,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,533427,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215EK,'s-Hertogenbosch,22,Calculerende individualisten,13.6,50.0,4.5,27.3,0.0,4.5,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.0,0.0,0.0,0.0,100.0,Appartementen,0.0,0.0,69.46,30.54,0.0,0.0,0.0,Label_C,WON_4564,INW_2544
5215EK,'s-Hertogenbosch,22,Calculerende individualisten,13.6,50.0,4.5,27.3,0.0,4.5,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215EL,'s-Hertogenbosch,27,Sobere passieven,11.1,22.2,7.4,14.8,22.2,22.2,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,32.22,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215EM,'s-Hertogenbosch,23,Gemakzuchtige ontplooiers,8.7,0.0,0.0,0.0,69.6,21.7,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,70.87,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215EN,'s-Hertogenbosch,24,Gemakzuchtige ontplooiers,0.0,12.5,0.0,4.2,62.5,20.8,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,66.04,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215EP,'s-Hertogenbosch,7,Volgende socialen,14.3,0.0,42.9,42.9,0.0,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215ER,'s-Hertogenbosch,14,Idealistische voortrekkers,14.3,21.4,57.1,7.1,0.0,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215ES,'s-Hertogenbosch,85,Sobere passieven,1.2,0.0,20.0,0.0,0.0,78.8,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,533427,0.0,0.0,0.0,0.0,100.0,Appartementen,0.0,0.0,69.46,30.54,0.0,0.0,0.0,Label_C,WON_4564,INW_2544
5215ET,'s-Hertogenbosch,18,Volgende socialen,22.2,16.7,22.2,33.3,5.6,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,13.33,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215EV,'s-Hertogenbosch,24,Calculerende individualisten,29.2,33.3,12.5,25.0,0.0,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215EW,'s-Hertogenbosch,17,Volgende socialen,23.5,23.5,0.0,41.2,0.0,11.8,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215EX,'s-Hertogenbosch,17,Volgende socialen,17.6,35.3,0.0,41.2,0.0,5.9,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GA,'s-Hertogenbosch,12,Volgende socialen,16.7,25.0,16.7,41.7,0.0,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GB,'s-Hertogenbosch,16,Idealistische voortrekkers,12.5,18.8,56.3,6.3,0.0,6.3,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GC,'s-Hertogenbosch,14,Volgende socialen,7.1,35.7,21.4,35.7,0.0,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GD,'s-Hertogenbosch,16,Calculerende individualisten,12.5,37.5,18.8,31.3,0.0,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GE,'s-Hertogenbosch,12,Behoudende afwijzers,50.0,16.7,8.3,25.0,0.0,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GG,'s-Hertogenbosch,30,Gemakzuchtige ontplooiers,16.7,13.3,10.0,23.3,26.7,10.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,34.33,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GH,'s-Hertogenbosch,30,Volgende socialen,6.7,10.0,10.0,33.3,30.0,10.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,38.67,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GJ,'s-Hertogenbosch,32,Gemakzuchtige ontplooiers,12.5,9.4,6.3,12.5,46.9,12.5,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,53.12,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GK,'s-Hertogenbosch,32,Gemakzuchtige ontplooiers,15.6,6.3,6.3,18.8,46.9,6.3,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,52.19,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GL,'s-Hertogenbosch,32,Volgende socialen,15.6,15.6,25.0,25.0,12.5,6.3,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,21.88,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GM,'s-Hertogenbosch,32,Gemakzuchtige ontplooiers,28.1,6.3,6.3,12.5,43.8,3.1,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,48.75,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GN,'s-Hertogenbosch,17,Volgende socialen,23.5,17.6,5.9,41.2,5.9,5.9,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,15.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GR,'s-Hertogenbosch,16,Volgende socialen,12.5,31.3,0.0,37.5,0.0,18.8,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GS,'s-Hertogenbosch,13,Calculerende individualisten,38.5,38.5,0.0,23.1,0.0,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GT,'s-Hertogenbosch,23,Calculerende individualisten,26.1,34.8,4.3,26.1,4.3,4.3,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,15.87,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GV,'s-Hertogenbosch,24,Volgende socialen,29.2,33.3,0.0,33.3,4.2,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,15.83,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GW,'s-Hertogenbosch,15,Volgende socialen,6.7,20.0,20.0,53.3,0.0,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GX,'s-Hertogenbosch,13,Calculerende individualisten,38.5,38.5,0.0,23.1,0.0,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215GZ,'s-Hertogenbosch,15,Behoudende afwijzers,46.7,6.7,0.0,40.0,0.0,6.7,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215HA,'s-Hertogenbosch,12,Volgende socialen,33.3,25.0,0.0,33.3,0.0,8.3,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215HB,'s-Hertogenbosch,9,Volgende socialen,11.1,0.0,0.0,77.8,0.0,11.1,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215HC,'s-Hertogenbosch,21,Volgende socialen,4.8,19.0,19.0,57.1,0.0,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215HD,'s-Hertogenbosch,17,Calculerende individualisten,17.6,29.4,17.6,23.5,5.9,5.9,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,14.12,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215HE,'s-Hertogenbosch,15,Volgende socialen,20.0,20.0,0.0,46.7,13.3,0.0,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,29.67,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
5215HG,'s-Hertogenbosch,11,Idealistische voortrekkers,18.2,27.3,27.3,18.2,0.0,9.1,5250.0,47.05,52.95,13.33,10.29,28.57,26.29,21.52,80.0,10.0,10.0,2685.0,47.67,25.7,6.7,19.37,1.9,2690.0,9.11,38.1,23.42,7.43,7.06,3.53,10.04,60.0,40.0,183.0,1090.0,2740.0,12.86,0.4,1.7,12.2,25.7,1.0,10.6,14.4,12.7,25.9,19.1,17.4,1,S2,0.0,2675033,0.96,2.99,15.47,42.87,37.7,Rijwoning_tussen,6.95,12.58,23.69,22.12,26.74,4.06,3.86,Label_E,WON_4564,INW_2544
